comment_id,status_id,parent_id,comment_message,comment_author,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
10155881869898675_10155882207353675,6491828674_10155881869898675,10155881869898675_10155882190688675,Barbra Ann Ivy Conservatives oppose illegal immigration.,Grant Colley,2017-10-17 12:05:20,2,1,0,0,1,0,0,0
10155881869898675_10155882249063675,6491828674_10155881869898675,10155881869898675_10155882190688675,"Grant Colley - you are a misinformed, idiotic, bigoted troll.",Ron Friedmann,2017-10-17 12:26:22,6,6,0,0,0,0,0,0
10155881869898675_10155882264888675,6491828674_10155881869898675,10155881869898675_10155882190688675,Simpleton,Heather Hamilton,2017-10-17 12:31:55,1,1,0,0,0,0,0,0
10155881869898675_10155882268853675,6491828674_10155881869898675,10155881869898675_10155882190688675,After a few years of reading people's polorized asininity you gotta just point and laugh at people so ornery.,Candace Driver,2017-10-17 12:33:51,3,3,0,0,0,0,0,0
10155881869898675_10155882275933675,6491828674_10155881869898675,10155881869898675_10155882190688675,Sandi Whitehead Ideology not party.,Grant Colley,2017-10-17 12:38:40,0,0,0,0,0,0,0,0
10155881869898675_10155882321653675,6491828674_10155881869898675,10155881869898675_10155882190688675,Actually Grant Colley has somewhat of a point. Liberals and any other thinking person would probably be happy with immigrants over a truckload of Grants.,Gareth Fales,2017-10-17 12:57:33,4,3,0,0,1,0,0,0
10155881869898675_10155882332553675,6491828674_10155881869898675,10155881869898675_10155882190688675,Gareth Fales Your insult shows your low IQ.  Typical liberal hate.,Grant Colley,2017-10-17 13:01:53,2,1,0,0,1,0,0,0
10155881869898675_10155882339288675,6491828674_10155881869898675,10155881869898675_10155882190688675,Part of DACA,Marvin L. Gardner,2017-10-17 13:04:06,0,0,0,0,0,0,0,0
10155881869898675_10155882427853675,6491828674_10155881869898675,10155881869898675_10155882190688675,I believe the insults started with you accusing liberals of smuggling immigrants.,Gareth Fales,2017-10-17 13:42:58,3,3,0,0,0,0,0,0
10155881869898675_10155882681158675,6491828674_10155881869898675,10155881869898675_10155882190688675,Gareth Fales That is not an insult.,Grant Colley,2017-10-17 14:43:28,0,0,0,0,0,0,0,0
10155881869898675_10155882682288675,6491828674_10155881869898675,10155881869898675_10155882190688675,Shari Wand Another liberal hate filled stupid comment.  Typical.,Grant Colley,2017-10-17 14:43:47,0,0,0,0,0,0,0,0
10155881869898675_10155882712893675,6491828674_10155881869898675,10155881869898675_10155882190688675,"Blame, lie, cry repeat [[PHOTO]]",Gary White,2017-10-17 14:51:20,2,2,0,0,0,0,0,0
10155881869898675_10155882768033675,6491828674_10155881869898675,10155881869898675_10155882190688675,"Gary White, what does the angry democrat blame every obstacle and failure in his miserable life on? Anything or anyone the liberal propaganda outlets tell him to. Both sides look like losers to any free thinking person. A bunch of partisan goofballs.",Robert Walters,2017-10-17 15:08:35,0,0,0,0,0,0,0,0
10155881869898675_10155883088913675,6491828674_10155881869898675,10155881869898675_10155882190688675,Gary White You are a bigot.,Grant Colley,2017-10-17 17:38:34,1,1,0,0,0,0,0,0
10155881869898675_10155883368418675,6491828674_10155881869898675,10155881869898675_10155882190688675,"Not liberals want undocumented immigrants in the country and not all conservatives oppose illegal immigration. Again, your language is inflammatory and not true.",Barbra Ann Ivy,2017-10-17 20:05:47,0,0,0,0,0,0,0,0
10155881869898675_10155883408678675,6491828674_10155881869898675,10155881869898675_10155882190688675,Barbra Ann Ivy Overall liberals want illegal aliens in the country.,Grant Colley,2017-10-17 20:34:13,0,0,0,0,0,0,0,0
10155881869898675_10155883419863675,6491828674_10155881869898675,10155881869898675_10155882190688675,"Gareth Fales yup. That will usually do
It!’",Shari Wand,2017-10-17 20:41:12,0,0,0,0,0,0,0,0
10155881869898675_10155883422558675,6491828674_10155881869898675,10155881869898675_10155882190688675,Ron Friedmann Another over used stupid comment from a liberal.,Grant Colley,2017-10-17 20:42:50,0,0,0,0,0,0,0,0
10155881869898675_10155883424088675,6491828674_10155881869898675,10155881869898675_10155882190688675,Heather Hamilton Wow. Insults reveal low IQ.,Grant Colley,2017-10-17 20:43:34,0,0,0,0,0,0,0,0
10155881869898675_10155883590528675,6491828674_10155881869898675,10155881869898675_10155882190688675,"Grant Colley I could just as easily say all Conservatives want to ship all black people to Africa and all Latinos to Mexico even if they're from  Spain or Brazil, the difference between you and me is I have a soul and brains.",Ginger Crawford,2017-10-17 22:20:47,0,0,0,0,0,0,0,0
10155881869898675_10155883593043675,6491828674_10155881869898675,10155881869898675_10155882190688675,"Ginger Crawford No, you have neither.",Grant Colley,2017-10-17 22:21:44,0,0,0,0,0,0,0,0
10155881869898675_10155883750133675,6491828674_10155881869898675,10155881869898675_10155882190688675,Grant Colley many a republican has employed illegals. Don't be dense.,Shelley K. Williams,2017-10-17 23:06:56,0,0,0,0,0,0,0,0
10155881869898675_10155883757773675,6491828674_10155881869898675,10155881869898675_10155882190688675,Shelley K. Williams Democrats push for illegal immigration. Don’t be dense.,Grant Colley,2017-10-17 23:14:53,0,0,0,0,0,0,0,0
10155881869898675_10155883874323675,6491828674_10155881869898675,10155881869898675_10155882190688675,"There have been ""coyote"" guiding & transporting people across the border for time immemorial. They're motivated by money, not politics.",Connie Mack-Ward,2017-10-18 01:05:02,0,0,0,0,0,0,0,0
10155881869898675_10155884619828675,6491828674_10155881869898675,10155881869898675_10155882190688675,"Connie Mack-Ward If they cared about the country, they would not do it. It takes liberal ideology to do it.",Grant Colley,2017-10-18 07:44:44,0,0,0,0,0,0,0,0
10155881869898675_10155882160793675,6491828674_10155881869898675,,Only two charges?,Ron Friedmann,2017-10-17 11:42:10,3,3,0,0,0,0,0,0
10155881869898675_10155882408173675,6491828674_10155881869898675,,he was caught in the act!  Murderer,Amy P Williams,2017-10-17 13:31:21,2,2,0,0,0,0,0,0
10155881869898675_10155883501728675,6491828674_10155881869898675,,10 consecutive life sentences,John Cuff,2017-10-17 21:34:20,1,1,0,0,0,0,0,0
10155881869898675_10155883238543675,6491828674_10155881869898675,,What a dipshit,Christopher Fields,2017-10-17 18:51:04,0,0,0,0,0,0,0,0
10155881869898675_10155882337518675,6491828674_10155881869898675,,Dreamer act ?,Marvin L. Gardner,2017-10-17 13:03:06,0,0,0,0,0,0,0,0
10155881869898675_10155883576953675,6491828674_10155881869898675,10155881869898675_10155882337518675,LOL this has nothing to do with thr Deamer act for God's sake read,Ginger Crawford,2017-10-17 22:15:59,1,1,0,0,0,0,0,0
10155881869898675_10155883579903675,6491828674_10155881869898675,10155881869898675_10155882337518675,bet they dreamed they never got on that truck,Marvin L. Gardner,2017-10-17 22:17:20,0,0,0,0,0,0,0,0
10155881869898675_10155883875113675,6491828674_10155881869898675,10155881869898675_10155882337518675,"Marvin L. Gardner, you find this funny?",Connie Mack-Ward,2017-10-18 01:06:07,1,1,0,0,0,0,0,0
10155881869898675_10155882158863675,6491828674_10155881869898675,,Illegal immigrants.,Scott Tucker,2017-10-17 11:40:59,1,1,0,0,0,0,0,0
10155881869898675_10155882162508675,6491828674_10155881869898675,10155881869898675_10155882158863675,Who died trying to get here.,Ron Friedmann,2017-10-17 11:42:43,1,1,0,0,0,0,0,0
10155881869898675_10155882165933675,6491828674_10155881869898675,10155881869898675_10155882158863675,Who died trying to make the the first thing they did in a new country committing a crime.,Scott Tucker,2017-10-17 11:45:15,0,0,0,0,0,0,0,0
10155881869898675_10155882244673675,6491828674_10155881869898675,10155881869898675_10155882158863675,I can practically smell the Christianity in here. I mean Jesus must be shaking the holiest set of pom poms right now. Your humanity is truly inspiring sir. Goodness I feel so generous right now I could just float.,Candace Driver,2017-10-17 12:25:27,6,6,0,0,0,0,0,0
10155881869898675_10155882310618675,6491828674_10155881869898675,10155881869898675_10155882158863675,"Making your first impression by violating a nation's sovereignty is no way to start a relationship. Regardless of how noble or not their motives, what they did was illegal, and they were very much aware that it was. That makes them criminals from day one.
I have no problem with people who wish to immigrate legally, and I have no problem with law makers changing the law, but until then, the law is indeed the law.",Scott Tucker,2017-10-17 12:53:05,0,0,0,0,0,0,0,0
10155881869898675_10155882363363675,6491828674_10155881869898675,10155881869898675_10155882158863675,Scott Tucker But that only pertains to certain people. The rich and influential play by a different set of rules. And the businesses that hire these illegal immigrants need to be held accountable.,Sara Winkowitsch,2017-10-17 13:10:54,0,0,0,0,0,0,0,0
10155881869898675_10155882714188675,6491828674_10155881869898675,10155881869898675_10155882158863675,Scott Tucker entering the US illegally is not a crime,Gary White,2017-10-17 14:51:51,2,1,0,0,1,0,0,0
10155881869898675_10155883317218675,6491828674_10155881869898675,10155881869898675_10155882158863675,So you're OK with a truck load of humans suffocating and boiling to death. Nice.,Chrissie Major Kristl,2017-10-17 19:30:58,0,0,0,0,0,0,0,0
10155881869898675_10155883322073675,6491828674_10155881869898675,10155881869898675_10155882158863675,"Immigration policy didn't kill them. 
And yes, ""entering the US 'illegally' is a crime."" Do you even read what you write?",Scott Tucker,2017-10-17 19:34:19,0,0,0,0,0,0,0,0
10155881869898675_10155883510443675,6491828674_10155881869898675,10155881869898675_10155882158863675,Scott Tucker [[PHOTO]],Cindy Reed,2017-10-17 21:40:48,0,0,0,0,0,0,0,0
10155881869898675_10155883877233675,6491828674_10155881869898675,10155881869898675_10155882158863675,"Scott Tucker, are you celebrating their deaths?",Connie Mack-Ward,2017-10-18 01:07:10,0,0,0,0,0,0,0,0
10155881869898675_10155884345443675,6491828674_10155881869898675,10155881869898675_10155882158863675,"No. Any death is tragic. I just corrected the wording. They were committing criminal acts, for which they alone are responsible.",Scott Tucker,2017-10-18 06:10:22,0,0,0,0,0,0,0,0
10155881747318675_10155882141608675,6491828674_10155881747318675,,"Too bad this happens. Hopefully, the son has not lost any money in this matter. With only time and pride being dinged, he should consider it a lesson learned. However, I would add to Nick's response that the reader not act on behalf of their son without the son's knowledge or authorization. Preferably, if the son wishes to seek legal counsel or complain to authorities, he should do it himself.",Vanessa R. Troup,2017-10-17 11:34:23,2,2,0,0,0,0,0,0
10155881747318675_10155882224328675,6491828674_10155881747318675,,"The biggest red flag here, since all the little red flags of this being set up as a sales meeting were missed was:

They would not tell you the benefits, until after you were hired.  That's as vital to you to make the decision, as your qualifications and experience would be for them, to make theirs.

Back to my other comment:  A job interview is as much about you interviewing them, as them, interviewing you.

That should have been treated by the son, just as an employer would have treated a prospect, that refused to say where he worked last and what his education is.",Karen Holloway,2017-10-17 12:14:34,1,1,0,0,0,0,0,0
10155881747318675_10155882217503675,6491828674_10155881747318675,,"I say this again and again as this attitude fixes a lot of problems:

**A job interview is just as much about you interviewing them, as them interviewing you.**

More, by some considerations, as for whom you work makes a huge difference in your life, but to them you're just one prospective employee.

Don't be sold.  Don't feel obligated to follow through on tricky interview scenarios - don't let them make you feel like you're begging at your door to be let in like you're there to see the Wizard of Oz or something.",Karen Holloway,2017-10-17 12:10:39,1,1,0,0,0,0,0,0
10155881747318675_10155883828033675,6491828674_10155881747318675,,"As someone who was HR for a legit company that did seasonal hiring, we did do group interviews for the first round. We wanted to see how the applicants worked as a team, what their social skills were like, and the final interview was a one on one. So don't freak out if a first interview is in a group setting.",Jacquelyn Allen,2017-10-18 00:20:12,0,0,0,0,0,0,0,0
10155881747318675_10155885013398675,6491828674_10155881747318675,,"I think the real issue is how HR has replaced Personnel. We used to be people to companies, now we are just resources to them, like equipment.",Mary Ann Simmons,2017-10-18 10:27:40,0,0,0,0,0,0,0,0
10155881747318675_10155882248523675,6491828674_10155881747318675,,It's fairly common to have group interviews in the social services field.  I agree with everything else.,Lonnie Averett,2017-10-17 12:26:07,0,0,0,0,0,0,0,0
10155881742313675_10155881993318675,6491828674_10155881742313675,,Trump’s America. why is anyone surprised?,James Sackey,2017-10-17 10:46:10,9,8,0,0,0,1,0,0
10155881742313675_10155882100788675,6491828674_10155881742313675,10155881742313675_10155881993318675,"You know the murderer was an illegal right? In Trump's America, this girl wouldn't have been murdered by this man.",Bobby Myers,2017-10-17 11:16:43,1,1,0,0,0,0,0,0
10155881742313675_10155882125513675,6491828674_10155881742313675,10155881742313675_10155881993318675,"Bobby Myers  No, just by a Nazi white nationalist.",Judy Van Leuven,2017-10-17 11:28:20,4,3,1,0,0,0,0,0
10155881742313675_10155882126943675,6491828674_10155881742313675,10155881742313675_10155881993318675,Judy Van Leuven you stole my thunder 😂😂😂😂,James Sackey,2017-10-17 11:29:18,1,1,0,0,0,0,0,0
10155881742313675_10155882159488675,6491828674_10155881742313675,10155881742313675_10155881993318675,"Ehhh, clever comeback and all but this girl was still beaten to death by an illegal immigrant and you idiots are laughing blaming Trump for this.",Bobby Myers,2017-10-17 11:41:24,1,1,0,0,0,0,0,0
10155881742313675_10155882162248675,6491828674_10155881742313675,10155881742313675_10155881993318675,Bobby Myers is always an extra laugh when a Trump supporter calls “idiots”,James Sackey,2017-10-17 11:42:28,0,0,0,0,0,0,0,0
10155881742313675_10155882231233675,6491828674_10155881742313675,10155881742313675_10155881993318675,People get murdered every single day in this country. This one just happens to make great left wing propaganda so they throw it at the wall to see if it sticks. It's sad but no more than all the rest.,Robert Walters,2017-10-17 12:18:50,2,2,0,0,0,0,0,0
10155881742313675_10155882799298675,6491828674_10155881742313675,10155881742313675_10155881993318675,James Sackey You still sound like a sore loser.,Steven Krause,2017-10-17 15:20:51,1,0,0,0,1,0,0,0
10155881742313675_10155882800518675,6491828674_10155881742313675,10155881742313675_10155881993318675,Steven Krause thanks!,James Sackey,2017-10-17 15:21:41,0,0,0,0,0,0,0,0
10155881742313675_10155883988423675,6491828674_10155881742313675,,May she Rest In Peace,Susan Hewitt,2017-10-18 02:21:53,3,3,0,0,0,0,0,0
10155881742313675_10155882260168675,6491828674_10155881742313675,,Finally,GW Allard,2017-10-17 12:29:30,2,2,0,0,0,0,0,0
10155881680848675_10155881932828675,6491828674_10155881680848675,,Thankful to 60 minutes and the WP for doing the true journalism to support real facts and expose this horrific story. The legislation must be reversed and this appointment scrapped. Free press and those who seek it is all that's protecting our democracy right now.,Wynne Cook,2017-10-17 10:14:50,177,164,13,0,0,0,0,0
10155881680848675_10155882215748675,6491828674_10155881680848675,10155881680848675_10155881932828675,How long before trump labels this fake news?,Betty Joan Hayden Bickham,2017-10-17 12:09:37,6,6,0,0,0,0,0,0
10155881680848675_10155882276693675,6491828674_10155881680848675,10155881680848675_10155881932828675,This is why we need journalists.,Ruth Morgan Garren,2017-10-17 12:39:12,11,9,2,0,0,0,0,0
10155881680848675_10155882826043675,6491828674_10155881680848675,10155881680848675_10155881932828675,"Hear, hear !! Support free press .",Joan Hurst,2017-10-17 15:32:25,2,2,0,0,0,0,0,0
10155881680848675_10155881916453675,6491828674_10155881680848675,,"Tom Marino was set to become Drug Czar before our free press exposed him for fueling the opioid crisis. If the press is free, so are we.",Mike Tibbetts,2017-10-17 10:06:29,183,174,8,0,0,0,1,0
10155881680848675_10155881925798675,6491828674_10155881680848675,10155881680848675_10155881916453675,He has BLOOD on his hands!!,Melvin Caldwell,2017-10-17 10:10:41,13,13,0,0,0,0,0,0
10155881680848675_10155882141508675,6491828674_10155881680848675,10155881680848675_10155881916453675,That’s exactly right.,Kathleen Suzanne,2017-10-17 11:34:19,6,6,0,0,0,0,0,0
10155881680848675_10155882175683675,6491828674_10155881680848675,10155881680848675_10155881916453675,"If 60 Minutes had not done that story it would have been business as usual and he would have been sworn in. I think everyone in Congress, regardless of party, who took ""campaign donations"" to vote for the bill should resign.",Ed Weigandt,2017-10-17 11:49:15,9,8,1,0,0,0,0,0
10155881680848675_10155882236958675,6491828674_10155881680848675,10155881680848675_10155881916453675,The government can't protect people from themselves.,Robert Walters,2017-10-17 12:22:53,3,1,0,0,0,1,1,0
10155881680848675_10155882295638675,6491828674_10155881680848675,10155881680848675_10155881916453675,"Robert Walters So no seat belts, no work safety regs, no limit to truck driver hours on the road, shall I go on?",Paul Donnelly,2017-10-17 12:48:47,6,6,0,0,0,0,0,0
10155881680848675_10155882304158675,6491828674_10155881680848675,10155881680848675_10155881916453675,"Wow, thanks for sharing your insight Robert Walters. Now why don't you create a real Facebook page and stop it with your fake one?",Ed Weigandt,2017-10-17 12:50:40,2,2,0,0,0,0,0,0
10155881680848675_10155882899878675,6491828674_10155881680848675,10155881680848675_10155881916453675,MOre importantly we need to look at his tax returns to see how much the drug companies paid him.,Jo Lutness,2017-10-17 16:07:12,2,2,0,0,0,0,0,0
10155881680848675_10155883138808675,6491828674_10155881680848675,10155881680848675_10155881916453675,Melvin Caldwell And wads o' cash in his atm.,Kate Salko,2017-10-17 18:03:06,1,1,0,0,0,0,0,0
10155881680848675_10155881913873675,6491828674_10155881680848675,,"Trump keeps claiming, these are fine men..... lol 
Crooks,  Lier's and misogynistic creeps....
Like attracts like...
Reality Show Con Man is President 
Sad that some Americans think this is okay
Accountability is vastly missing....",Victoria Lopez,2017-10-17 10:05:02,84,83,0,0,0,0,1,0
10155881680848675_10155882988698675,6491828674_10155881680848675,10155881680848675_10155881913873675,Victoria Lopez....Trump wouldn't know a fine man if he tripped over one. Poor judgment and lies are his idea of good qualities.,Shirley Curtis,2017-10-17 16:41:03,2,2,0,0,0,0,0,0
10155881680848675_10155881936328675,6491828674_10155881680848675,,"Yep, A BIGLY GREAT man and a FANTASTIC Congressperson AND extremely wealthy due to his close association with the drug lobby in D.C.  Rotten to the core.  Karma, where, where, where are you?  Start with the tub of lard in the Oval Office.",Patricia McDonald,2017-10-17 10:17:15,45,40,5,0,0,0,0,0
10155881680848675_10155881975538675,6491828674_10155881680848675,,Another “fine” man (says Donny) gets outed by the FREE press and is gone. I love the media. Please keep up the good work! Someone knows what the word accountability means.,Kathy Conger,2017-10-17 10:35:37,42,41,1,0,0,0,0,0
10155881680848675_10155881988218675,6491828674_10155881680848675,,CBS 60 Minutes TV Program last Sunday 10/15/17 featuring Opiod Drug Epidemic in US was damning of Rep. Marino. Based on joint investigation with Washington Post. Good work from reputable and respected news media. Grateful.,Shirley Lin Kinoshita,2017-10-17 10:43:58,37,35,2,0,0,0,0,0
10155881680848675_10155881925538675,6491828674_10155881680848675,,"Marino would have been the worst possible choice for the position. Trump promised to "" bring in the best minds, the best people"" So far he has failed miserably on that and every other promise he made.",Ross Cooper,2017-10-17 10:10:32,50,45,2,0,0,0,3,0
10155881680848675_10155881929753675,6491828674_10155881680848675,10155881680848675_10155881925538675,He doesn't know any good people. They're all scum like him.,Wanda Dow,2017-10-17 10:12:53,6,6,0,0,0,0,0,0
10155881680848675_10155882105493675,6491828674_10155881680848675,10155881680848675_10155881925538675,Nearly everyone he's put forth is the ultimate opposite of what is needed. Any chance a double negative sentence confused Trump?,Laura Ferguson,2017-10-17 11:19:51,1,1,0,0,0,0,0,0
10155881680848675_10155882125738675,6491828674_10155881680848675,10155881680848675_10155881925538675,Trump nominates for head of humane society . [[PHOTO]],Jack Paschal,2017-10-17 11:28:28,5,5,0,0,0,0,0,0
10155881680848675_10155882171428675,6491828674_10155881680848675,10155881680848675_10155881925538675,So who will nominated to be the next grossly unqualified drug czar?  Any drug lords out there who've contributed heavily to the party?  I hear they often have experience with privately chartered planes!,June Maple,2017-10-17 11:47:20,1,1,0,0,0,0,0,0
10155881680848675_10155882299958675,6491828674_10155881680848675,10155881680848675_10155881925538675,He also promised to drain the swamp. His presidency has only made it soupier. Thank God for the 1st Amendment and a free press.,Don Jones,2017-10-17 12:49:04,2,2,0,0,0,0,0,0
10155881680848675_10155882920568675,6491828674_10155881680848675,10155881680848675_10155881925538675,When Trump said he'd drain the swamp he left off the words into Washington.,Doug Smith,2017-10-17 16:13:45,0,0,0,0,0,0,0,0
10155881680848675_10155883140768675,6491828674_10155881680848675,10155881680848675_10155881925538675,Jack Paschal Good one!,Kate Salko,2017-10-17 18:04:42,0,0,0,0,0,0,0,0
10155881680848675_10155884937183675,6491828674_10155881680848675,10155881680848675_10155881925538675,El Chapo Guzman For Drug Czar..!!!,Dane Slinkard,2017-10-18 09:57:48,0,0,0,0,0,0,0,0
10155881680848675_10155882078353675,6491828674_10155881680848675,,Head of the EPA - only takes meetings with big oil and chemical companies! Head of the interior - only takes meetings with big oil and gas! The nominee for drug czar owned by big pharma! What’s the difference???? Every position this moron has filled is with corrupt people!,Missy Matre Knight,2017-10-17 11:04:20,20,16,0,0,0,1,3,0
10155881680848675_10155883205723675,6491828674_10155881680848675,10155881680848675_10155882078353675,And even they keep leaving him.  SMH,Debbie Carcione-Gunthrop,2017-10-17 18:33:22,0,0,0,0,0,0,0,0
10155881680848675_10155883206033675,6491828674_10155881680848675,10155881680848675_10155882078353675,Oh I almost have bingo.,Debbie Carcione-Gunthrop,2017-10-17 18:33:38,1,0,0,0,1,0,0,0
10155881680848675_10155881958773675,6491828674_10155881680848675,,Thanks god for the free press but it's not enough. I'm afraid the damage has been done in that bill. Now the press needs to expose the names of every democrat and republican who did not oppose that bill and how much they got from the drug companies. Who's going to repeal that bill?,Diane Randazzo,2017-10-17 10:27:24,14,14,0,0,0,0,0,0
10155881680848675_10155882198263675,6491828674_10155881680848675,10155881680848675_10155881958773675,No one opposed it. Obviously our congresspeople don't read the things that they sign.,Chandra Childress,2017-10-17 12:01:49,1,1,0,0,0,0,0,0
10155881680848675_10155882208943675,6491828674_10155881680848675,10155881680848675_10155881958773675,"Boosh!t, They knew. They ALL knew. And Obama signed it into law without the usual bill signing ceremony or a photo op. Now let's demand they follow the money and see who's willing to repeal it. You should all watch the report on video 60 Minutes.",Diane Randazzo,2017-10-17 12:06:19,2,2,0,0,0,0,0,0
10155881680848675_10155883211873675,6491828674_10155881680848675,10155881680848675_10155881958773675,"They all agreed to it, well not all, some didn't,  but I heard that a lot did.",Debbie Carcione-Gunthrop,2017-10-17 18:36:20,0,0,0,0,0,0,0,0
10155881680848675_10155883239928675,6491828674_10155881680848675,10155881680848675_10155881958773675,"I saw on the news that Sen. McCaskill and others are putting a bill together to repeal the original bill, even the Congresswoman who pushed it says it should be ""fixed from unintended (ha ha) consequences.""  Glad to see 60 Minutes and the Washington Post doing great investigative reporting.  We need them!",Bonnie Gretz,2017-10-17 18:51:54,1,1,0,0,0,0,0,0
10155881680848675_10155883393558675,6491828674_10155881680848675,10155881680848675_10155881958773675,Bonnie Gretz and this is why the free press is so important. And it's why Trump and Co. want to shut it down!,Diane Randazzo,2017-10-17 20:23:41,0,0,0,0,0,0,0,0
10155881680848675_10155881955943675,6491828674_10155881680848675,,"Seems all the ""fake news"" just stopped this bullet from hitting us.  Trumpers, the only fake news is what is generated and perpetuated for YOUR benefit.",Elizabeth Kellogg,2017-10-17 10:25:42,17,17,0,0,0,0,0,0
10155881680848675_10155881933993675,6491828674_10155881680848675,,"Well of course Trump only admires, and speaks highly of all Rich Criminals, and murders! Birds of a feather flock together!!!",Loretta Sanders,2017-10-17 10:15:38,9,9,0,0,0,0,0,0
10155881680848675_10155881951643675,6491828674_10155881680848675,,Thanks to the investigative reporters and the bravery of the DEA loyalists .... Keep it coming ' FAKE NEWS ' ... and root these money 🤑🤑 grabbers out...  In all areas of Washington Politics 🤑🤑🤑🤑🤢,Linda Lynch,2017-10-17 10:23:00,8,8,0,0,0,0,0,0
10155881680848675_10155881949113675,6491828674_10155881680848675,,"""Fine men"" do not try to make money by hurting the American people they were elected to serve and protect! Fine men try to help all people.",Helen Johnston,2017-10-17 10:21:20,9,8,1,0,0,0,0,0
10155881680848675_10155882158498675,6491828674_10155881680848675,,"According to PBS NewsHour yesterday, Joe Manchin demanded that the WH withdraw this drug czar nominee.  Manchin cited Tom Marino's role in passing a bill weakening the Drug Enforcement Administration's authority to stop companies from distributing opioids.",MaryEllen Twomey Schaefer,2017-10-17 11:40:39,3,3,0,0,0,0,0,0
10155881680848675_10155881952238675,6491828674_10155881680848675,,Marino and Blackburn are both swamp creatures and I can't even believe Trump actually nominated him. Marino doing everything he can to help big pharma distribute huge amounts of opioids without the DEA being able to stop them. Trump sure banged the drum of how he was going to attack the opioids problem when he was trying to win New Hampshire. Now he wants to put another fox in the hen house. Shame!!,Donna Sullivan,2017-10-17 10:23:18,4,4,0,0,0,0,0,0
10155881680848675_10155882022983675,6491828674_10155881680848675,,But he's a good guy. Just like Michael Flynn and Steve Bannon. When did being a sleazy liar make you a good guy?  Oh wait that's right when the trump administration came into power.,Annette McHugh,2017-10-17 10:53:29,4,4,0,0,0,0,0,0
10155881680848675_10155882012753675,6491828674_10155881680848675,,"This man is such an insult to his position.  He may be bright and a lawyer but his standards and beneath his position.  He is a hypocrite and a liar.  Just go away and live with the terrible man you are and what you are doing to your people in Pennsylvania, killing them with opioids that is what you are doing to them, You have to live with yourself.",Pat Egan,2017-10-17 10:49:46,4,4,0,0,0,0,0,0
10155881680848675_10155882020363675,6491828674_10155881680848675,,trump said Marino was one of his earlier supporters. That's what it's all about--not about qualifications or what's best for We the People.,Nan ML,2017-10-17 10:51:59,5,5,0,0,0,0,0,0
10155881680848675_10155882116153675,6491828674_10155881680848675,,But let us not forget that it was the entire Congress that approved this bill and President Obama signed it.  No one comes out of this smelling like a rose.,Penny Fischer,2017-10-17 11:25:10,3,3,0,0,0,0,0,0
10155881680848675_10155882175478675,6491828674_10155881680848675,,That's exactly why 45 chose Marino. Haven't you noticed that all his appointments and nominations for key positions ( i.e.) are the antithesis of the job they will do?,Liz Mosseri,2017-10-17 11:49:04,2,2,0,0,0,0,0,0
10155881680848675_10155882113268675,6491828674_10155881680848675,,"Marino is almost solely responsible for the opiod addiction crisis plaguing rural America.  Having him as Drug Czar is much like the current head of the EPA, Pruitt, you are asking the fox to guard the chicken coop.  The swamp just keeps getting deeper and deeper.",Jay Malmstrom,2017-10-17 11:23:49,2,2,0,0,0,0,0,0
